iter	Passed	Remaining
1674	18860	93737
1675	18870	93723
1676	18881	93710
1677	18893	93700
1678	18903	93684
1679	18914	93672
1680	18924	93653
1681	18935	93641
1682	18946	93628
1683	18956	93611
1684	18968	93601
1685	18983	93609
1686	18995	93602
1687	19006	93591
1688	19019	93587
1689	19031	93580
1690	19042	93570
1691	19053	93555
1692	19064	93544
1693	19075	93531
1694	19086	93519
1695	19100	93518
1696	19111	93507
1697	19122	93495
1698	19133	93480
1699	19144	93471
1700	19154	93454
1701	19166	93443
1702	19178	93437
1703	19188	93421
1704	19203	93424
1705	19214	93415
1706	19226	93405
1707	19236	93390
1708	19248	93381
1709	19260	93372
1710	19270	93356
1711	19282	93347
1712	19294	93341
1713	19306	93335
1714	19317	93320
1715	19329	93311
1716	19341	93303
1717	19351	93287
1718	19363	93280
1719	19377	93283
1720	19388	93271
1721	19399	93255
1722	19412	93252
1723	19424	93244
1724	19434	93227
1725	19446	93219
1726	19457	93209
1727	19468	93194
1728	19480	93187
1729	19492	93180
1730	19503	93168
1731	19517	93170
1732	19528	93158
1733	19540	93149
1734	19550	93133
1735	19561	93121
1736	19574	93118
1737	19585	93106
1738	19595	93089
1739	19608	93085
1740	19621	93079
1741	19631	93064
1742	19642	93053
1743	19654	93045
1744	19665	93032
1745	19677	93022
1746	19688	93012
1747	19699	93000
1748	19710	92985
1749	19722	92978
1750	19735	92972
1751	19745	92957
1752	19759	92957
1753	19771	92951
1754	19782	92936
1755	19792	92922
1756	19804	92913
1757	19816	92906
1758	19830	92904
1759	19841	92892
1760	19852	92882
1761	19862	92865
1762	19873	92852
1763	19885	92843
1764	19895	92827
1765	19905	92811
1766	19917	92801
1767	19928	92788
1768	19939	92774
1769	19950	92762
1770	19960	92747
1771	19971	92734
1772	19982	92721
1773	19992	92706
1774	20004	92695
1775	20016	92687
1776	20029	92687
1777	20042	92683
1778	20053	92672
1779	20065	92660
1780	20075	92645
1781	20086	92633
1782	20098	92622
1783	20108	92607
1784	20119	92595
1785	20131	92585
1786	20142	92575
1787	20153	92561
1788	20167	92565
1789	20179	92553
1790	20189	92538
1791	20201	92528
1792	20212	92517
1793	20223	92503
1794	20234	92494
1795	20246	92482
1796	20258	92474
1797	20268	92460
1798	20280	92450
1799	20290	92436
1800	20301	92423
1801	20313	92414
1802	20324	92399
1803	20334	92386
1804	20348	92383
1805	20358	92370
1806	20369	92355
1807	20381	92346
1808	20392	92333
1809	20402	92317
1810	20413	92304
1811	20424	92292
1812	20434	92275
1813	20445	92262
1814	20455	92247
1815	20468	92244
1816	20479	92231
1817	20490	92217
1818	20500	92199
1819	20510	92186
1820	20520	92167
1821	20531	92153
1822	20542	92143
1823	20552	92127
1824	20568	92134
1825	20579	92123
1826	20591	92114
1827	20601	92098
1828	20613	92088
1829	20624	92079
1830	20635	92065
1831	20646	92052
1832	20659	92047
1833	20670	92037
1834	20681	92022
1835	20692	92011
1836	20704	92005
1837	20715	91990
1838	20726	91978
1839	20737	91965
1840	20748	91951
1841	20813	92178
1842	20843	92251
1843	20857	92252
1844	20876	92273
1845	20890	92276
1846	20904	92276
1847	20920	92284
1848	20933	92282
1849	20945	92274
1850	20959	92273
1851	20971	92263
1852	20981	92248
1853	20992	92235
1854	21004	92226
1855	21015	92216
1856	21026	92203
1857	21039	92199
1858	21050	92183
1859	21060	92169
1860	21072	92160
1861	21083	92148
1862	21094	92134
1863	21106	92124
1864	21118	92116
1865	21130	92107
1866	21140	92092
1867	21152	92083
1868	21162	92067
1869	21174	92056
1870	21186	92047
1871	21196	92034
1872	21207	92019
1873	21220	92015
1874	21232	92007
1875	21242	91992
1876	21254	91983
1877	21266	91974
1878	21277	91959
1879	21288	91948
1880	21300	91938
1881	21310	91923
1882	21321	91911
1883	21333	91900
1884	21348	91904
1885	21358	91889
1886	21369	91877
1887	21381	91867
1888	21391	91852
1889	21403	91840
1890	21414	91829
1891	21424	91814
1892	21438	91811
1893	21450	91802
1894	21460	91789
1895	21471	91774
1896	21483	91768
1897	21494	91753
1898	21504	91738
1899	21516	91728
1900	21528	91717
1901	21540	91713
1902	21551	91700
1903	21563	91688
1904	21573	91673
1905	21584	91662
1906	21596	91652
1907	21606	91636
1908	21617	91622
1909	21629	91615
1910	21640	91600
1911	21653	91598
1912	21665	91588
1913	21676	91577
1914	21687	91563
1915	21699	91553
1916	21710	91542
1917	21722	91532
1918	21735	91528
1919	21748	91524
1920	21760	91515
1921	21770	91499
1922	21783	91496
1923	21796	91491
1924	21807	91479
1925	21818	91464
1926	21829	91454
1927	21841	91443
1928	21852	91432
1929	21863	91418
1930	21875	91408
1931	21885	91392
1932	21896	91380
1933	21907	91367
1934	21917	91351
1935	21928	91340
1936	21940	91331
1937	21950	91313
1938	21963	91310
1939	21974	91297
1940	21985	91281
1941	21995	91267
1942	22006	91253
1943	22016	91235
1944	22027	91224
1945	22040	91221
1946	22050	91204
1947	22064	91201
1948	22075	91188
1949	22085	91171
1950	22095	91157
1951	22107	91147
1952	22116	91128
1953	22129	91123
1954	22141	91112
1955	22151	91095
1956	22163	91087
1957	22174	91076
1958	22184	91059
1959	22194	91044
1960	22205	91031
1961	22215	91012
1962	22225	90995
1963	22237	90986
1964	22246	90969
1965	22257	90955
1966	22269	90945
1967	22280	90933
1968	22290	90918
1969	22302	90908
1970	22312	90890
1971	22323	90877
1972	22334	90866
1973	22344	90850
1974	22355	90838
1975	22366	90823
1976	22378	90815
1977	22389	90803
1978	22400	90790
1979	22410	90773
1980	22421	90761
1981	22432	90747
1982	22442	90731
1983	22453	90717
1984	22463	90701
1985	22473	90684
1986	22483	90670
1987	22494	90657
1988	22505	90642
1989	22516	90633
1990	22528	90621
1991	22538	90607
1992	22549	90593
1993	22558	90574
1994	22569	90560
1995	22579	90546
1996	22591	90536
1997	22602	90523
1998	22612	90506
1999	22621	90487
2000	22633	90477
2001	22644	90462
2002	22655	90451
2003	22666	90440
2004	22676	90424
2005	22687	90409
2006	22698	90397
2007	22709	90386
2008	22720	90371
2009	22731	90361
2010	22741	90345
2011	22752	90331
2012	22764	90321
2013	22774	90307
2014	22784	90290
2015	22795	90278
2016	22806	90265
2017	22817	90251
2018	22828	90241
2019	22838	90224
2020	22849	90211
2021	22860	90198
2022	22870	90180
2023	22880	90166
2024	22890	90150
2025	22900	90132
2026	22911	90119
2027	22925	90118
2028	22935	90103
2029	22946	90090
2030	22956	90073
2031	22966	90057
2032	22977	90044
2033	22987	90027
2034	22997	90013
2035	23007	89997
2036	23020	89990
2037	23031	89980
2038	23043	89970
2039	23055	89961
2040	23068	89958
2041	23082	89956
2042	23095	89951
2043	23106	89938
2044	23118	89931
2045	23130	89921
2046	23141	89910
2047	23152	89895
2048	23163	89884
2049	23174	89871
2050	23184	89854
2051	23194	89840
2052	23205	89824
2053	23214	89806
2054	23225	89794
2055	23239	89791
2056	23248	89772
2057	23259	89760
2058	23269	89743
2059	23279	89727
2060	23289	89712
2061	23299	89695
2062	23310	89682
2063	23322	89675
2064	23334	89665
2065	23344	89649
2066	23355	89637
2067	23365	89621
2068	23376	89607
2069	23386	89592
2070	23396	89575
2071	23407	89563
2072	23417	89547
2073	23428	89533
2074	23439	89523
2075	23451	89514
2076	23462	89499
2077	23473	89486
2078	23483	89470
2079	23493	89455
2080	23503	89441
2081	23514	89425
2082	23525	89415
2083	23536	89403
2084	23548	89393
2085	23558	89379
2086	23569	89366
2087	23579	89349
2088	23590	89335
2089	23601	89322
2090	23610	89305
2091	23622	89295
2092	23632	89281
2093	23642	89263
2094	23654	89253
2095	23665	89241
2096	23674	89224
2097	23685	89210
2098	23695	89194
2099	23707	89187
2100	23720	89181
2101	23730	89165
2102	23741	89150
2103	23752	89141
2104	23765	89135
2105	23775	89119
2106	23786	89106
2107	23796	89090
2108	23807	89076
2109	23819	89069
2110	23829	89054
2111	23839	89038
2112	23852	89031
2113	23862	89017
2114	23873	89002
2115	23884	88989
2116	23893	88971
2117	23904	88958
2118	23914	88944
2119	23924	88928
2120	23935	88914
2121	23945	88897
2122	23955	88880
2123	23965	88866
2124	23976	88852
2125	23986	88838
2126	23997	88825
2127	24007	88808
2128	24018	88796
2129	24028	88781
2130	24038	88763
2131	24050	88755
2132	24061	88744
2133	24073	88735
2134	24083	88721
2135	24094	88706
2136	24106	88700
2137	24118	88688
2138	24129	88676
2139	24138	88659
2140	24149	88647
2141	24160	88633
2142	24172	88625
2143	24183	88613
2144	24194	88601
2145	24205	88586
2146	24216	88574
2147	24227	88563
2148	24237	88546
2149	24247	88533
2150	24258	88520
2151	24268	88504
2152	24280	88493
2153	24290	88479
2154	24300	88462
2155	24311	88449
2156	24321	88432
2157	24331	88420
2158	24342	88408
2159	24352	88391
2160	24363	88378
2161	24374	88364
2162	24385	88354
2163	24396	88341
2164	24406	88326
2165	24416	88309
2166	24427	88297
2167	24437	88280
2168	24447	88265
2169	24458	88253
2170	24468	88237
2171	24479	88223
2172	24490	88212
2173	24503	88207
2174	24513	88192
2175	24524	88180
2176	24534	88164
2177	24545	88152
2178	24556	88140
2179	24567	88126
2180	24577	88112
2181	24588	88098
2182	24600	88090
2183	24611	88079
2184	24622	88066
2185	24633	88053
2186	24644	88041
2187	24654	88026
2188	24664	88009
2189	24674	87995
2190	24684	87978
2191	24694	87962
2192	24704	87948
2193	24716	87937
2194	24726	87924
2195	24737	87910
2196	24748	87898
2197	24759	87885
2198	24769	87871
2199	24779	87853
2200	24790	87840
2201	24800	87826
2202	24813	87821
2203	24824	87808
2204	24834	87792
2205	24844	87776
2206	24854	87763
2207	24865	87749
2208	24875	87734
2209	24886	87722
2210	24899	87718
2211	24910	87703
2212	24922	87694
2213	24933	87682
2214	24943	87668
2215	24954	87657
2216	24964	87642
2217	24975	87626
2218	24985	87613
2219	24995	87597
2220	25010	87597
2221	25027	87607
2222	25046	87624
2223	25064	87636
2224	25078	87632
2225	25091	87628
2226	25104	87624
2227	25118	87623
2228	25132	87619
2229	25148	87623
2230	25160	87616
2231	25175	87616
2232	25189	87615
2233	25203	87614
2234	25217	87613
2235	25231	87611
2236	25247	87614
2237	25260	87609
2238	25273	87606
2239	25289	87610
2240	25303	87609
2241	25317	87606
2242	25330	87602
2243	25346	87604
2244	25359	87599
2245	25372	87595
2246	25386	87592
2247	25400	87589
2248	25413	87586
2249	25428	87587
2250	25443	87588
2251	25456	87584
2252	25470	87581
2253	25484	87578
2254	25498	87575
2255	25507	87559
2256	25518	87546
2257	25529	87533
2258	25539	87518
2259	25553	87513
2260	25563	87500
2261	25574	87485
2262	25585	87473
2263	25596	87462
2264	25606	87445
2265	25617	87432
2266	25628	87421
2267	25638	87405
2268	25651	87399
2269	25662	87387
2270	25672	87370
2271	25685	87367
2272	25697	87357
2273	25707	87342
2274	25717	87326
2275	25728	87314
2276	25739	87303
2277	25753	87298
2278	25764	87286
2279	25774	87272
2280	25784	87257
2281	25796	87247
2282	25806	87232
2283	25817	87217
2284	25828	87207
2285	25838	87191
2286	25849	87177
2287	25860	87165
2288	25872	87155
2289	25882	87140
2290	25893	87128
2291	25903	87113
2292	25915	87103
2293	25926	87090
2294	25935	87074
2295	25946	87060
2296	25956	87045
2297	25968	87035
2298	25979	87022
2299	25989	87006
2300	25998	86990
2301	26009	86977
2302	26020	86963
2303	26029	86946
2304	26040	86933
2305	26050	86918
2306	26064	86915
2307	26075	86903
2308	26088	86896
2309	26098	86883
2310	26109	86870
2311	26120	86857
2312	26130	86841
2313	26141	86828
2314	26151	86813
2315	26161	86798
2316	26172	86787
2317	26184	86778
2318	26195	86764
2319	26207	86754
2320	26217	86741
2321	26228	86726
2322	26239	86716
2323	26249	86700
2324	26259	86684
2325	26270	86672
2326	26281	86660
2327	26292	86647
2328	26303	86634
2329	26312	86617
2330	26323	86604
2331	26333	86588
2332	26343	86574
2333	26354	86560
2334	26364	86544
2335	26374	86530
2336	26385	86518
2337	26396	86506
2338	26407	86492
2339	26418	86480
2340	26427	86463
2341	26439	86452
2342	26449	86436
2343	26459	86422
2344	26471	86412
2345	26484	86406
2346	26495	86396
2347	26506	86384
2348	26517	86372
2349	26527	86356
2350	26539	86347
2351	26550	86335
2352	26560	86320
2353	26572	86309
2354	26583	86298
2355	26595	86288
2356	26605	86274
2357	26618	86267
2358	26628	86251
2359	26638	86237
2360	26649	86223
2361	26659	86208
2362	26670	86195
2363	26680	86180
2364	26690	86165
2365	26702	86156
2366	26713	86143
2367	26724	86130
2368	26735	86119
2369	26745	86103
2370	26755	86089
2371	26766	86076
2372	26775	86058
2373	26786	86047
2374	26797	86034
2375	26807	86017
2376	26819	86010
2377	26830	85998
2378	26840	85982
2379	26850	85967
2380	26861	85955
2381	26872	85943
2382	26884	85932
2383	26895	85920
2384	26906	85907
2385	26919	85903
2386	26931	85895
2387	26942	85880
2388	26951	85864
2389	26962	85852
2390	26972	85837
2391	26984	85826
2392	26995	85815
2393	27005	85799
2394	27016	85787
2395	27028	85777
2396	27039	85765
2397	27049	85749
2398	27060	85738
2399	27072	85728
2400	27082	85715
2401	27093	85702
2402	27103	85686
2403	27114	85673
2404	27125	85662
2405	27137	85653
2406	27147	85638
2407	27157	85624
2408	27167	85607
2409	27179	85597
2410	27190	85584
2411	27199	85568
2412	27211	85558
2413	27223	85548
2414	27233	85533
2415	27245	85526
2416	27261	85527
2417	27271	85513
2418	27282	85501
2419	27294	85491
2420	27304	85476
2421	27314	85462
2422	27327	85456
2423	27338	85443
2424	27350	85435
2425	27361	85422
2426	27372	85410
2427	27382	85395
2428	27394	85385
2429	27404	85370
2430	27414	85354
2431	27426	85345
2432	27436	85332
2433	27449	85324
2434	27460	85313
2435	27470	85299
2436	27480	85283
2437	27491	85271
2438	27501	85257
2439	27511	85240
2440	27522	85229
2441	27532	85214
2442	27543	85200
2443	27554	85187
2444	27566	85178
2445	27577	85168
2446	27589	85158
2447	27600	85145
2448	27610	85131
2449	27622	85123
2450	27632	85107
2451	27645	85101
2452	27657	85092
2453	27669	85083
2454	27679	85068
2455	27691	85058
2456	27702	85046
2457	27713	85034
2458	27725	85024
2459	27736	85012
2460	27746	84997
2461	27759	84992
2462	27771	84982
2463	27781	84968
2464	27791	84953
2465	27802	84941
2466	27812	84924
2467	27823	84912
2468	27833	84898
2469	27843	84882
2470	27854	84870
2471	27864	84855
2472	27876	84846
2473	27887	84834
2474	27896	84818
2475	27906	84802
2476	27917	84789
2477	27927	84773
2478	27937	84758
2479	27947	84743
2480	27956	84726
2481	27967	84714
2482	27978	84702
2483	27989	84688
2484	27999	84676
2485	28010	84661
2486	28021	84649
2487	28034	84645
2488	28045	84630
2489	28055	84618
2490	28069	84612
2491	28079	84599
2492	28090	84585
2493	28100	84572
2494	28111	84558
2495	28121	84544
2496	28132	84531
2497	28141	84515
2498	28152	84502
2499	28163	84490
2500	28173	84474
2501	28185	84465
2502	28196	84454
2503	28205	84437
2504	28217	84425
2505	28226	84410
2506	28236	84394
2507	28247	84381
2508	28257	84365
2509	28267	84351
2510	28278	84340
2511	28289	84328
2512	28300	84315
2513	28311	84304
2514	28321	84287
2515	28331	84273
2516	28341	84258
2517	28351	84242
2518	28361	84229
2519	28371	84214
2520	28382	84201
2521	28392	84186
2522	28404	84177
2523	28417	84171
2524	28428	84159
2525	28438	84144
2526	28449	84131
2527	28460	84120
2528	28470	84105
2529	28481	84093
2530	28492	84081
2531	28503	84070
2532	28515	84059
2533	28526	84047
2534	28536	84032
2535	28546	84019
2536	28556	84005
2537	28566	83988
2538	28577	83977
2539	28587	83962
2540	28600	83956
2541	28611	83944
2542	28622	83930
2543	28631	83915
2544	28642	83902
2545	28652	83887
2546	28663	83873
2547	28673	83861
2548	28683	83846
2549	28695	83836
2550	28705	83821
2551	28717	83810
2552	28727	83796
2553	28737	83781
2554	28747	83766
2555	28758	83753
2556	28767	83737
2557	28778	83726
2558	28789	83712
2559	28799	83697
2560	28812	83692
2561	28823	83680
2562	28833	83665
2563	28844	83652
2564	28855	83642
2565	28865	83627
2566	28876	83615
2567	28887	83603
2568	28897	83588
2569	28910	83581
2570	28921	83569
2571	28931	83554
2572	28942	83542
2573	28953	83532
2574	28964	83517
2575	28975	83505
2576	28985	83491
2577	28994	83475
2578	29006	83465
2579	29015	83448
2580	29028	83441
2581	29039	83429
2582	29049	83415
2583	29061	83405
2584	29072	83394
2585	29082	83379
2586	29092	83364
2587	29103	83352
2588	29113	83336
2589	29125	83328
2590	29136	83315
2591	29145	83299
2592	29156	83287
2593	29167	83275
2594	29178	83261
2595	29189	83250
2596	29201	83242
2597	29214	83234
2598	29227	83228
2599	29238	83217
2600	29250	83207
2601	29260	83192
2602	29271	83180
2603	29281	83167
2604	29292	83153
2605	29303	83141
2606	29313	83126
2607	29322	83111
2608	29333	83098
2609	29344	83086
2610	29354	83072
2611	29365	83058
2612	29374	83043
2613	29385	83030
2614	29395	83015
2615	29405	83001
2616	29416	82988
2617	29426	82973
2618	29438	82965
2619	29449	82953
2620	29459	82938
2621	29470	82925
2622	29480	82912
2623	29490	82896
2624	29501	82885
2625	29512	82872
2626	29522	82857
2627	29542	82871
2628	29552	82858
2629	29563	82846
2630	29573	82830
2631	29584	82817
2632	29594	82802
2633	29605	82793
2634	29616	82779
2635	29626	82764
2636	29635	82749
2637	29646	82736
2638	29657	82724
2639	29668	82711
2640	29679	82699
2641	29689	82686
2642	29700	82674
2643	29711	82660
2644	29720	82645
2645	29731	82633
2646	29741	82618
2647	29754	82612
2648	29765	82600
2649	29776	82588
2650	29786	82573
2651	29798	82564
2652	29809	82551
2653	29819	82536
2654	29830	82525
2655	29840	82511
2656	29851	82498
2657	29863	82489
2658	29874	82477
2659	29884	82462
2660	29895	82451
2661	29905	82436
2662	29915	82421
2663	29925	82408
2664	29935	82392
2665	29946	82380
2666	29956	82367
2667	29966	82352
2668	29978	82341
2669	29988	82328
2670	29999	82314
2671	30010	82304
2672	30020	82289
2673	30030	82275
2674	30041	82263
2675	30051	82248
2676	30062	82235
2677	30074	82226
2678	30086	82218
2679	30097	82205
2680	30108	82193
2681	30118	82180
2682	30129	82167
2683	30140	82157
2684	30151	82145
2685	30162	82133
2686	30173	82121
2687	30183	82106
2688	30197	82102
2689	30208	82089
2690	30218	82076
2691	30228	82061
2692	30239	82051
2693	30249	82035
2694	30260	82023
2695	30271	82011
2696	30281	81996
2697	30294	81989
2698	30304	81977
2699	30314	81961
2700	30325	81949
2701	30335	81934
2702	30345	81919
2703	30356	81907
2704	30365	81891
2705	30376	81878
2706	30386	81865
2707	30398	81856
2708	30411	81850
2709	30422	81838
2710	30433	81825
2711	30443	81812
2712	30455	81801
2713	30465	81787
2714	30475	81773
2715	30487	81763
2716	30497	81749
2717	30511	81745
2718	30522	81735
2719	30533	81722
2720	30545	81711
2721	30556	81700
2722	30566	81687
2723	30576	81673
2724	30589	81665
2725	30600	81653
2726	30611	81642
2727	30622	81629
2728	30633	81619
2729	30643	81603
2730	30654	81592
2731	30664	81578
2732	30675	81566
2733	30687	81556
2734	30697	81542
2735	30710	81535
2736	30721	81523
2737	30732	81512
2738	30742	81497
2739	30753	81484
2740	30763	81470
2741	30773	81455
2742	30785	81446
2743	30795	81431
2744	30805	81418
2745	30819	81413
2746	30831	81404
2747	30840	81389
2748	30852	81378
2749	30863	81367
2750	30873	81352
2751	30885	81343
2752	30896	81330
2753	30905	81315
2754	30918	81308
2755	30930	81298
2756	30940	81284
2757	30951	81273
2758	30962	81261
2759	30972	81245
2760	30983	81235
2761	30993	81220
2762	31003	81205
2763	31014	81193
2764	31024	81179
2765	31037	81172
2766	31048	81161
2767	31058	81146
2768	31068	81132
2769	31080	81122
2770	31091	81111
2771	31100	81095
2772	31111	81083
2773	31121	81067
2774	31134	81062
2775	31146	81052
2776	31156	81038
2777	31166	81024
2778	31178	81014
2779	31188	81000
2780	31198	80986
2781	31211	80980
2782	31221	80965
2783	31232	80953
2784	31244	80943
2785	31258	80940
2786	31268	80925
2787	31280	80916
2788	31293	80909
2789	31305	80900
2790	31317	80892
2791	31331	80886
2792	31344	80880
2793	31357	80874
2794	31371	80869
2795	31384	80863
2796	31397	80856
2797	31409	80848
2798	31423	80842
2799	31436	80835
2800	31448	80827
2801	31460	80819
2802	31475	80815
2803	31486	80805
2804	31498	80796
2805	31511	80788
2806	31524	80781
2807	31536	80772
2808	31548	80763
2809	31561	80756
2810	31574	80749
2811	31586	80741
2812	31598	80731
2813	31611	80726
2814	31625	80720
2815	31637	80712
2816	31650	80703
2817	31663	80698
2818	31676	80692
2819	31689	80684
2820	31702	80676
2821	31715	80670
2822	31728	80663
2823	31741	80657
2824	31754	80651
2825	31764	80637
2826	31777	80630
2827	31788	80618
2828	31798	80603
2829	31808	80590
2830	31820	80578
2831	31829	80563
2832	31841	80552
2833	31851	80540
2834	31861	80524
2835	31873	80515
2836	31883	80500
2837	31893	80486
2838	31904	80474
2839	31913	80458
2840	31924	80445
2841	31935	80434
2842	31944	80418
2843	31955	80406
2844	31966	80394
2845	31978	80384
2846	31988	80370
2847	31998	80356
2848	32008	80342
2849	32020	80333
2850	32030	80319
2851	32040	80303
2852	32056	80303
2853	32067	80291
2854	32077	80277
2855	32090	80270
2856	32102	80260
2857	32111	80245
2858	32121	80231
2859	32132	80219
2860	32142	80204
2861	32153	80193
2862	32164	80181
2863	32174	80166
2864	32186	80157
2865	32196	80143
2866	32206	80129
2867	32217	80117
2868	32227	80103
2869	32237	80088
2870	32248	80075
2871	32257	80060
2872	32268	80048
2873	32278	80034
2874	32288	80019
2875	32299	80007
2876	32310	79994
2877	32320	79981
2878	32331	79968
2879	32340	79953
2880	32351	79940
2881	32361	79926
2882	32371	79911
2883	32381	79897
2884	32390	79882
2885	32403	79874
2886	32416	79868
2887	32426	79854
2888	32436	79839
2889	32447	79826
2890	32456	79811
2891	32466	79797
2892	32477	79785
2893	32487	79771
2894	32500	79763
2895	32511	79751
2896	32520	79736
2897	32532	79724
2898	32542	79711
2899	32552	79698
2900	32564	79687
2901	32574	79673
2902	32584	79658
2903	32594	79646
2904	32604	79630
2905	32617	79623
2906	32627	79610
2907	32636	79594
2908	32648	79585
2909	32659	79572
2910	32669	79557
2911	32679	79543
2912	32688	79528
2913	32698	79514
2914	32710	79503
2915	32720	79489
2916	32730	79475
2917	32740	79462
2918	32750	79447
2919	32761	79435
2920	32771	79420
2921	32782	79408
2922	32792	79395
2923	32802	79380
2924	32814	79371
2925	32826	79363
2926	32836	79349
2927	32846	79333
2928	32856	79321
2929	32866	79305
2930	32876	79291
2931	32886	79277
2932	32896	79262
2933	32906	79250
2934	32916	79236
2935	32929	79227
2936	32939	79214
2937	32949	79200
2938	32960	79188
2939	32971	79175
2940	32981	79162
2941	32992	79150
2942	33003	79137
2943	33012	79123
2944	33023	79110
2945	33033	79096
2946	33046	79089
2947	33057	79077
2948	33067	79063
2949	33078	79051
2950	33088	79038
2951	33101	79030
2952	33111	79016
2953	33122	79005
2954	33132	78990
2955	33144	78981
2956	33155	78970
2957	33165	78955
2958	33174	78939
2959	33185	78927
2960	33195	78912
2961	33209	78908
2962	33219	78895
2963	33230	78882
2964	33243	78875
2965	33254	78863
2966	33264	78849
2967	33274	78835
2968	33284	78822
2969	33294	78807
2970	33305	78795
2971	33315	78782
2972	33325	78767
2973	33336	78755
2974	33345	78741
2975	33358	78733
2976	33368	78719
2977	33377	78703
2978	33388	78690
2979	33399	78679
2980	33408	78663
2981	33419	78651
2982	33429	78638
2983	33439	78623
2984	33451	78613
2985	33461	78599
2986	33471	78584
2987	33481	78571
2988	33491	78556
2989	33502	78545
2990	33513	78534
2991	33523	78520
2992	33534	78508
2993	33546	78498
2994	33555	78483
2995	33568	78475
2996	33578	78462
2997	33588	78447
2998	33600	78439
2999	33613	78432
3000	33623	78417
3001	33635	78409
3002	33646	78397
3003	33656	78382
3004	33669	78376
3005	33681	78365
3006	33690	78349
3007	33701	78337
3008	33712	78325
3009	33721	78310
3010	33732	78297
3011	33743	78285
3012	33752	78270
3013	33764	78260
3014	33774	78247
3015	33784	78232
3016	33796	78222
3017	33805	78208
3018	33815	78194
3019	33826	78181
3020	33836	78167
3021	33847	78156
3022	33857	78142
3023	33869	78132
3024	33879	78119
3025	33889	78105
3026	33900	78092
3027	33910	78080
3028	33920	78065
3029	33931	78052
3030	33942	78041
3031	33951	78026
3032	33961	78012
3033	33971	77998
3034	33983	77989
3035	33994	77977
3036	34006	77966
3037	34017	77955
3038	34028	77943
3039	34038	77930
3040	34047	77914
3041	34058	77901
3042	34068	77889
3043	34081	77880
3044	34092	77869
3045	34104	77860
3046	34114	77845
3047	34124	77833
3048	34135	77820
3049	34145	77807
3050	34155	77793
3051	34165	77778
3052	34176	77766
3053	34186	77754
3054	34199	77745
3055	34209	77732
3056	34220	77720
3057	34229	77705
3058	34241	77694
3059	34251	77680
3060	34260	77666
3061	34272	77656
3062	34285	77648
3063	34298	77641
3064	34309	77629
3065	34320	77617
3066	34330	77604
3067	34341	77593
3068	34352	77580
3069	34361	77565
3070	34374	77557
3071	34385	77546
3072	34399	77541
3073	34410	77530
3074	34421	77518
3075	34431	77504
3076	34441	77491
3077	34451	77477
3078	34462	77464
3079	34473	77452
3080	34484	77441
3081	34495	77429
3082	34508	77422
3083	34519	77411
3084	34530	77399
3085	34541	77388
3086	34552	77376
3087	34562	77363
3088	34572	77349
3089	34584	77339
3090	34594	77325
3091	34605	77312
3092	34616	77302
3093	34627	77291
3094	34638	77278
3095	34649	77266
3096	34658	77251
3097	34669	77239
3098	34679	77226
3099	34689	77211
3100	34700	77200
3101	34710	77187
3102	34723	77180
3103	34735	77169
3104	34745	77155
3105	34755	77141
3106	34765	77129
3107	34775	77114
3108	34786	77102
3109	34798	77094
3110	34808	77080
3111	34818	77066
3112	34829	77054
3113	34840	77043
3114	34851	77030
3115	34861	77018
3116	34871	77004
3117	34883	76993
3118	34893	76979
3119	34903	76965
3120	34914	76954
3121	34924	76940
3122	34937	76934
3123	34947	76921
3124	34957	76907
3125	34967	76892
3126	34978	76881
3127	34988	76866
3128	34998	76853
3129	35009	76841
3130	35019	76827
3131	35031	76819
3132	35042	76807
3133	35052	76792
3134	35062	76780
3135	35072	76766
3136	35082	76752
3137	35093	76741
3138	35103	76727
3139	35115	76717
3140	35126	76706
3141	35136	76691
3142	35149	76684
3143	35160	76673
3144	35170	76658
3145	35181	76646
3146	35191	76635
3147	35205	76628
3148	35214	76614
3149	35227	76606
3150	35237	76592
3151	35250	76585
3152	35261	76573
3153	35271	76559
3154	35281	76545
3155	35292	76533
3156	35301	76518
3157	35311	76505
3158	35323	76495
3159	35333	76481
3160	35346	76475
3161	35358	76464
3162	35368	76450
3163	35378	76436
3164	35389	76425
3165	35399	76411
3166	35409	76398
3167	35420	76386
3168	35430	76373
3169	35441	76360
3170	35451	76346
3171	35463	76338
3172	35475	76329
3173	35486	76317
3174	35496	76302
3175	35507	76291
3176	35517	76277
3177	35527	76264
3178	35537	76251
3179	35547	76237
3180	35560	76229
3181	35572	76219
3182	35582	76205
3183	35591	76191
3184	35604	76183
3185	35616	76173
3186	35625	76158
3187	35636	76146
3188	35646	76133
3189	35660	76127
3190	35671	76116
3191	35682	76103
3192	35691	76089
3193	35702	76077
3194	35712	76063
3195	35722	76050
3196	35733	76038
3197	35744	76027
3198	35755	76014
3199	35766	76003
3200	35777	75991
3201	35788	75979
3202	35799	75968
3203	35809	75954
3204	35820	75943
3205	35830	75931
3206	35840	75917
3207	35851	75904
3208	35861	75892
3209	35873	75881
3210	35884	75870
3211	35894	75856
3212	35903	75841
3213	35915	75830
3214	35924	75816
3215	35934	75803
3216	35944	75789
3217	35954	75774
3218	35965	75762
3219	35974	75748
3220	35988	75741
3221	35999	75731
3222	36009	75717
3223	36020	75705
3224	36031	75693
3225	36041	75680
3226	36052	75668
3227	36063	75657
