iter	MultiClass
1329	0.7119872306
1330	0.7118597314
1331	0.711731367
1332	0.7115595744
1333	0.7114378051
1334	0.7112843401
1335	0.7111581857
1336	0.7110428928
1337	0.7109438224
1338	0.7108329439
1339	0.7107374047
1340	0.7106117861
1341	0.7104440192
1342	0.7103179395
1343	0.7102002043
1344	0.7100811722
1345	0.7099762834
1346	0.7098194343
1347	0.7096689701
1348	0.7095052353
1349	0.7093579601
1350	0.709263057
1351	0.7090946842
1352	0.7089395348
1353	0.7087703995
1354	0.7086283971
1355	0.7084966506
1356	0.7083807301
1357	0.7082613146
1358	0.7080871883
1359	0.7079735688
1360	0.7078857047
1361	0.7077679223
1362	0.7076337984
1363	0.7074845808
1364	0.7073525917
1365	0.7072642718
1366	0.707185702
1367	0.7070317987
1368	0.7069209743
1369	0.7068066064
1370	0.7066870068
1371	0.7065935603
1372	0.7065031223
1373	0.7063653849
1374	0.7062366667
1375	0.7061183763
1376	0.7059609279
1377	0.7058511265
1378	0.7057241908
1379	0.7055623359
1380	0.7054048896
1381	0.7053195756
1382	0.7051521226
1383	0.705021359
1384	0.7048565884
1385	0.7046851359
1386	0.7045493267
1387	0.704400119
1388	0.7042414447
1389	0.7041708017
1390	0.704041066
1391	0.7038811489
1392	0.7037840341
1393	0.7036509451
1394	0.7035137214
1395	0.703407737
1396	0.703246343
1397	0.7031033162
1398	0.7029640795
1399	0.7028287792
1400	0.7026684558
1401	0.7025414866
1402	0.7024208955
1403	0.7022849037
1404	0.7021030756
1405	0.7019629611
1406	0.701868508
1407	0.7017052251
1408	0.7015892434
1409	0.7015055294
1410	0.7013369418
1411	0.7011944505
1412	0.701058213
1413	0.7009660466
1414	0.7008489661
1415	0.7007463167
1416	0.7006062092
1417	0.7005101316
1418	0.7004101137
1419	0.7002715237
1420	0.7001638815
1421	0.7000664176
1422	0.6999505768
1423	0.6997993436
1424	0.6996711178
1425	0.6995588019
1426	0.6994102657
1427	0.6992721072
1428	0.6991046584
1429	0.699016911
1430	0.6989064118
1431	0.6988261064
1432	0.6987115158
1433	0.698595929
1434	0.6984848052
1435	0.6983682856
1436	0.6982437041
1437	0.6980646576
1438	0.6980123743
1439	0.6978963316
1440	0.697775548
1441	0.6976714646
1442	0.6975080889
1443	0.6974290903
1444	0.6973006876
1445	0.6971998921
1446	0.6970838415
1447	0.696968557
1448	0.6968589727
1449	0.6967486492
1450	0.6966422472
1451	0.6965318055
1452	0.6964098635
1453	0.6962790065
1454	0.6961819185
1455	0.696060234
1456	0.6958972331
1457	0.6957659679
1458	0.6956175316
1459	0.6955164125
1460	0.6953639076
1461	0.6952246571
1462	0.695079666
1463	0.6949508227
1464	0.6948481663
1465	0.6947366487
1466	0.6945993186
1467	0.6944450873
1468	0.6943346633
1469	0.6942372019
1470	0.6940978413
1471	0.6939985933
1472	0.6939011856
1473	0.6937147565
1474	0.6935716293
1475	0.6934765608
1476	0.693294988
1477	0.6931762538
1478	0.6930930236
1479	0.692961839
1480	0.6927849755
1481	0.6926801262
1482	0.6925770548
1483	0.6924429554
1484	0.6923100234
1485	0.6921922907
1486	0.6920640264
1487	0.6919156134
1488	0.6918022277
1489	0.6916422039
1490	0.6915270742
1491	0.6913842228
1492	0.6912172546
1493	0.6910939548
1494	0.6909278629
1495	0.6907847916
1496	0.6906852199
1497	0.6906265755
1498	0.6904593905
1499	0.6903252793
1500	0.6901446276
1501	0.690056779
1502	0.6899418862
1503	0.6898315666
1504	0.6897092765
1505	0.6896023549
1506	0.6894754002
1507	0.6893746783
1508	0.6892461424
1509	0.6891306312
1510	0.6890171961
1511	0.688882028
1512	0.6887789087
1513	0.6886831073
1514	0.6885616911
1515	0.6884864468
1516	0.688336694
1517	0.6881932372
1518	0.6880614851
1519	0.6879624451
1520	0.6877952322
1521	0.687702006
1522	0.6875658442
1523	0.6874716836
1524	0.6873780862
